MetricKey,Metric,Source_Category
11434,Funding In US Dollars: mCloud Technologies Corp. (Private Investment) [ID:710e970],Economy
11435,Funding In US Dollars: mCloud Technologies Corp. (Private Investment) [ID:dfb8558],Economy
11436,Funding In US Dollars: maan.ai (Private Investment) [ID:4f21522],Economy
11437,Funding In US Dollars: mabl Inc. (Private Investment) [ID:afac584],Economy
11438,Funding In US Dollars: mabl Inc. (Private Investment) [ID:afd4413],Economy
11439,Funding In US Dollars: mabl Inc. (Private Investment) [ID:c8a77fe],Economy
11440,Funding In US Dollars: magicision (Private Investment) [ID:f8421e1],Economy
11441,Funding In US Dollars: mai (Markable AI) (Private Investment) [ID:4cb047a],Economy
11442,Funding In US Dollars: mai (Markable AI) (Private Investment) [ID:8093e5e],Economy
11443,Funding In US Dollars: mai (Markable AI) (Private Investment) [ID:a3e36d4],Economy
11444,"Funding In US Dollars: mazrica, Inc. (Private Investment) [ID:b719bde]",Economy
11445,"Funding In US Dollars: mazrica, Inc. (Private Investment) [ID:cd70995]",Economy
11446,"Funding In US Dollars: mazrica, Inc. (Private Investment) [ID:f3d2a63]",Economy
11447,Funding In US Dollars: meuron Inc (Private Investment) [ID:61c5be4],Economy
11448,Funding In US Dollars: micropsi industries GmbH (Private Investment) [ID:19f7fdc],Economy
11449,Funding In US Dollars: micropsi industries GmbH (Private Investment) [ID:8b3e155],Economy
11450,Funding In US Dollars: micropsi industries GmbH (Private Investment) [ID:9d73d64],Economy
11451,Funding In US Dollars: microsurgeonbot Inc. (Private Investment) [ID:7a82028],Economy
11452,"Funding In US Dollars: miup, Inc. (Private Investment) [ID:28c0eb5]",Economy
11453,Funding In US Dollars: modl.ai ApS (Private Investment) [ID:14c2061],Economy
11454,"Funding In US Dollars: moduleQ, Inc. (Private Investment) [ID:3a87d31]",Economy
11455,"Funding In US Dollars: moduleQ, Inc. (Private Investment) [ID:8f2f66c]",Economy
11456,Funding In US Dollars: monoAI technology (Private Investment) [ID:d295d54],Economy
11457,"Funding In US Dollars: mtes Neural Networks Co.,Ltd. (Private Investment) [ID:c4a044c]",Economy
11458,Funding In US Dollars: mygroser (Private Investment) [ID:b343dc3],Economy
11459,Funding In US Dollars: n-Powered (Private Investment) [ID:32ffb6b],Economy
11460,Funding In US Dollars: n-Powered (Private Investment) [ID:5b13dc3],Economy
11461,Funding In US Dollars: nGUVU Technologies Inc. (Private Investment) [ID:36272b3],Economy
11462,Funding In US Dollars: nQ Medical Inc. (Private Investment) [ID:09ecb0b],Economy
11463,"Funding In US Dollars: nToggle, Inc. (Merger/Acquisition) [ID:8511cc5]",Economy
11464,"Funding In US Dollars: nView medical, Inc. (Private Investment) [ID:30713c5]",Economy
11465,"Funding In US Dollars: nView medical, Inc. (Private Investment) [ID:7eb69f5]",Economy
11466,Funding In US Dollars: neoX BIOTECH (Private Investment) [ID:cf69c42],Economy
11467,"Funding In US Dollars: nference, Inc. (Private Investment) [ID:cc8892a]",Economy
11468,"Funding In US Dollars: nference, Inc. (Private Investment) [ID:f82cd6f]",Economy
11469,Funding In US Dollars: no new folk studio inc. (Private Investment) [ID:e7a1e15],Economy
11470,Funding In US Dollars: oDoc Private Limited (Private Investment) [ID:6ec059e],Economy
11471,Funding In US Dollars: oDoc Private Limited (Private Investment) [ID:7e9f4f9],Economy
11472,Funding In US Dollars: onTrack (Private Investment) [ID:1644a33],Economy
11473,Funding In US Dollars: outsmart.ai GmbH (Private Investment) [ID:1b231bd],Economy
11474,Funding In US Dollars: parlamind GmbH (Private Investment) [ID:a5221eb],Economy
11475,Funding In US Dollars: pikazo (Private Investment) [ID:8116916],Economy
11476,Funding In US Dollars: platform.ai (Private Investment) [ID:9b9c13f],Economy
11477,Funding In US Dollars: platform.ai (Private Investment) [ID:a756b01],Economy
11478,Funding In US Dollars: proquo ai (Private Investment) [ID:5d749f4],Economy
11479,Funding In US Dollars: proquo ai (Private Investment) [ID:71ee9c4],Economy
11480,Funding In US Dollars: proquo ai (Private Investment) [ID:74f4b3a],Economy
11481,"Funding In US Dollars: pulseData, Inc. (Private Investment) [ID:10e92fd]",Economy
11482,"Funding In US Dollars: r4 Technologies, Inc. (Private Investment) [ID:511851a]",Economy
11483,"Funding In US Dollars: rMark Bio, Inc. (Private Investment) [ID:79fec85]",Economy
11484,"Funding In US Dollars: rMark Bio, Inc. (Private Investment) [ID:a257ed6]",Economy
11485,"Funding In US Dollars: rPlanet Earth Los Angeles, LLC (Private Investment) [ID:96b1452]",Economy
11486,Funding In US Dollars: raffle.ai ApS (Private Investment) [ID:79da7c0],Economy
11487,Funding In US Dollars: reDock Inc. (Private Investment) [ID:a3500e4],Economy
11488,Funding In US Dollars: reDock Inc. (Private Investment) [ID:ab6ecb2],Economy
11489,Funding In US Dollars: reDock Inc. (Private Investment) [ID:fc7c110],Economy
11490,Funding In US Dollars: reMIX Republic (Private Investment) [ID:9ee31c2],Economy
11491,Funding In US Dollars: reMIX Republic (Private Investment) [ID:ffa8533],Economy
11492,Funding In US Dollars: realXdata GmbH (Private Investment) [ID:1a51195],Economy
11493,Funding In US Dollars: realXdata GmbH (Private Investment) [ID:614822],Economy
11494,"Funding In US Dollars: reciTAL, SARL (Private Investment) [ID:d7bec2b]",Economy
11495,Funding In US Dollars: regal.tech (Private Investment) [ID:e9f931a],Economy
11496,Funding In US Dollars: reinfer Ltd. (Private Investment) [ID:af11c12],Economy
11497,Funding In US Dollars: scoutbee GmbH (Private Investment) [ID:7c41e42],Economy
11498,Funding In US Dollars: scoutbee GmbH (Private Investment) [ID:cdd0214],Economy
11499,Funding In US Dollars: scoutbee GmbH (Private Investment) [ID:cfd5616],Economy
11500,Funding In US Dollars: scouty Inc. (Private Investment) [ID:8a56295],Economy
11501,Funding In US Dollars: scouty Inc. (Private Investment) [ID:dd227df],Economy
11502,Funding In US Dollars: sentercare (Private Investment) [ID:4e00502],Economy
11503,"Funding In US Dollars: simMachines, Inc. (Private Investment) [ID:cc4c510]",Economy
11504,Funding In US Dollars: smaXtec animal care GmbH (Private Investment) [ID:f2e562b],Economy
11505,Funding In US Dollars: superQuery (Private Investment) [ID:6e0f1ac],Economy
11506,Funding In US Dollars: talpasolutions GmbH (Private Investment) [ID:006ed8d],Economy
11507,Funding In US Dollars: taxProper Inc. (Private Investment) [ID:3f38bdb],Economy
11508,Funding In US Dollars: taxProper Inc. (Private Investment) [ID:ae26765],Economy
11509,Funding In US Dollars: techspert.io Ltd (Private Investment) [ID:30c3034],Economy
11510,Funding In US Dollars: techspert.io Ltd (Private Investment) [ID:a704993],Economy
11511,Funding In US Dollars: techspert.io Ltd (Private Investment) [ID:de25d44],Economy
11512,Funding In US Dollars: temi USA Inc. (Private Investment) [ID:d2e3cd8],Economy
11513,Funding In US Dollars: terasumile inc. (Private Investment) [ID:9ca99ec],Economy
11514,Funding In US Dollars: test.ai (Private Investment) [ID:54ce9a1],Economy
11515,Funding In US Dollars: test.ai (Private Investment) [ID:6e31e6f],Economy
11516,Funding In US Dollars: test.ai (Private Investment) [ID:d7e69d4],Economy
11517,"Funding In US Dollars: the atta Co., Ltd. (Private Investment) [ID:33c33b7]",Economy
11518,"Funding In US Dollars: the atta Co., Ltd. (Private Investment) [ID:ec546c6]",Economy
11519,"Funding In US Dollars: tripla, K.K. (Private Investment) [ID:04f595e]",Economy
11520,"Funding In US Dollars: tripla, K.K. (Private Investment) [ID:54ea40a]",Economy
11521,Funding In US Dollars: trueAnthem Inc. (Private Investment) [ID:28b4c82],Economy
11522,Funding In US Dollars: trueAnthem Inc. (Private Investment) [ID:85ff1b0],Economy
11523,Funding In US Dollars: turicode Inc. (Private Investment) [ID:4013a93],Economy
11524,"Funding In US Dollars: twoXAR, Incorporated (Private Investment) [ID:629de21]",Economy
11525,"Funding In US Dollars: twoXAR, Incorporated (Private Investment) [ID:814e581]",Economy
11526,Funding In US Dollars: uBid100 (Private Investment) [ID:592a80c],Economy
11527,Funding In US Dollars: uBid100 (Private Investment) [ID:c2acf78],Economy
11528,Funding In US Dollars: ultimate.ai (Private Investment) [ID:5bbc975],Economy
11529,Funding In US Dollars: ultimate.ai (Private Investment) [ID:86c41ff],Economy
11530,Funding In US Dollars: ultimate.ai (Private Investment) [ID:8bc837e],Economy
11531,Funding In US Dollars: uman.ai BVBA (Private Investment) [ID:6721c94],Economy
11532,Funding In US Dollars: understandAI GmbH (Private Investment) [ID:ed9e149],Economy
11533,Funding In US Dollars: untapt Inc. (Private Investment) [ID:b2ef779],Economy
11534,Funding In US Dollars: using.ai (Private Investment) [ID:f450f21],Economy
11535,Funding In US Dollars: uze! Mobility GmbH i.G. (Private Investment) [ID:568a340],Economy
11536,Funding In US Dollars: uze! Mobility GmbH i.G. (Private Investment) [ID:d173b36],Economy
11537,Funding In US Dollars: vHive (Private Investment) [ID:6f77892],Economy
11538,Funding In US Dollars: vHive (Private Investment) [ID:e114160],Economy
11539,Funding In US Dollars: vHive (Private Investment) [ID:ff95087],Economy
11540,Funding In US Dollars: vHive Tech Ltd (Private Investment) [ID:6732c28],Economy
11541,Funding In US Dollars: vHive Tech Ltd (Private Investment) [ID:f95e5da],Economy
11542,"Funding In US Dollars: vegetalia, inc. (Private Investment) [ID:613649e]",Economy
11543,"Funding In US Dollars: vegetalia, inc. (Private Investment) [ID:cd5c275]",Economy
11544,Funding In US Dollars: vencortex (Private Investment) [ID:138dc75],Economy
11545,Funding In US Dollars: vencortex (Private Investment) [ID:3e67f28],Economy
11546,Funding In US Dollars: vencortex (Private Investment) [ID:aabe4be],Economy
11547,Funding In US Dollars: vencortex (Private Investment) [ID:f8c3518],Economy
11548,Funding In US Dollars: vernacular.ai (Private Investment) [ID:5041100],Economy
11549,Funding In US Dollars: viisights Solutions Ltd. (Private Investment) [ID:51ccc75],Economy
11550,Funding In US Dollars: viisights Solutions Ltd. (Private Investment) [ID:7ed4143],Economy
11551,"Funding In US Dollars: viz.ai, Inc. (Private Investment) [ID:00d8130]",Economy
11552,"Funding In US Dollars: viz.ai, Inc. (Private Investment) [ID:70bd113]",Economy
11553,"Funding In US Dollars: viz.ai, Inc. (Private Investment) [ID:740f275]",Economy
11554,"Funding In US Dollars: viz.ai, Inc. (Private Investment) [ID:942f6c2]",Economy
11555,Funding In US Dollars: vlot AG (Private Investment) [ID:602636c],Economy
11556,Funding In US Dollars: voiceitt Ltd (Private Investment) [ID:2a19478],Economy
11557,Funding In US Dollars: voiceitt Ltd (Private Investment) [ID:4e02ab1],Economy
11558,Funding In US Dollars: voiceitt Ltd (Private Investment) [ID:58748fe],Economy
11559,Funding In US Dollars: voiceitt Ltd (Private Investment) [ID:94a6c74],Economy
11560,Funding In US Dollars: voiceitt Ltd (Private Investment) [ID:b0b3b7c],Economy
11561,Funding In US Dollars: weebo (Private Investment) [ID:f79e86f],Economy
11562,Funding In US Dollars: weffect (a brand of STRATACT) (Private Investment) [ID:89af7db],Economy
11563,Funding In US Dollars: weffect (a brand of STRATACT) (Private Investment) [ID:96843ff],Economy
11564,Funding In US Dollars: wherEX (Private Investment) [ID:b605142],Economy
11565,Funding In US Dollars: wislinker.com (Private Investment) [ID:eafcf0f],Economy
11566,Funding In US Dollars: wrnch Inc. (Private Investment) [ID:4ca71b7],Economy
11567,Funding In US Dollars: wrnch Inc. (Private Investment) [ID:5f1dba6],Economy
11568,"Funding In US Dollars: x.ai, inc. (Private Investment) [ID:0bb82b8]",Economy
11569,Funding In US Dollars: xMentium Inc. (Private Investment) [ID:95df6f3],Economy
11570,Funding In US Dollars: xaana.ai (Private Investment) [ID:008562e],Economy
11571,Funding In US Dollars: xbird GmbH (Private Investment) [ID:e115074],Economy
11572,Funding In US Dollars: yixuangu.com (Private Investment) [ID:af68dc3],Economy
11573,Granted AI Patents (% Of World Total),Research and Development
11574,"Granted AI Patents (Per 100,000 Inhabitants)",Research and Development
11575,"Granted AI Patents Per 100,000 Inhabitants By Country, 2023",Research and Development
11576,Gross expenditure on R&D (GERD) as a % of GDP,Economic
11577,Gross expenditure on R&D (GERD) as a % of GDP,Legal/Regulatory
11578,Gross expenditure on R&D (GERD) as a % of GDP,Scientific/Educational
11579,Individuals using the Internet (% of population),Scientific/Educational
11580,Individuals using the Internet (% of population),Legal/Regulatory
11581,Individuals using the Internet (% of population),Technological/Infrastructural
11582,Median Public Spending AI-Related Contract Value (In Thousands Of US Dollars),Policy and Governance
11583,Mobile network coverage (% of population),Scientific/Educational
11584,Mobile-cellular subscriptions (per 100 inhabitants),Scientific/Educational
11585,Mobile-cellular subscriptions (per 100 inhabitants),Technological/Infrastructural
11586,National AI Cluster Power Capacity (MW),Technological/Infrastructural
11587,National AI Company Compute Spend (USD),Economic/Technological
11588,National AI Company Private Investment (USD),Economic/Technological
11589,National AI Company Revenue (USD),Economic/Technological
11590,National AI Company Workforce Size,Economic/Technological
11591,National AI Compute Stock (H100 Equivalents),Technological/Infrastructural
11592,National AI Product User Base,Economic/Technological
11593,National Aggregate Peak Compute (OP/s),Technological/Infrastructural
11594,National Frontier AI Cluster Investment (USD Billions),Technological/Infrastructural
11595,National Frontier AI Cluster Power (MW),Technological/Infrastructural
11596,National Frontier AI Compute Stock (H100 Equivalents),Technological/Infrastructural
11597,National Hardware Compute Frontier (FLOP/s),Technological/Infrastructural
11598,National Hardware Cost Baseline (USD),Technological/Infrastructural
11599,National Hardware Energy Efficiency (FLOP/s per Watt),Technological/Infrastructural
11600,"Net AI Talent Migration Per 10,000 LinkedIn Members (2023)",Economy
11601,"Net AI Talent Migration Per 10,000 LinkedIn Members (2024)",Economy
11602,"New Informatics, CS, CE, And IT Bachelor's Graduates (Per 100,000 Inhabitants)",Education
11603,"New Informatics, CS, CE, And IT Master's Graduates (Per 100,000 Inhabitants)",Education
11604,"New Informatics, CS, CE, And IT PhD Graduates (Per 100,000 Inhabitants)",Education
11605,Number Of AI Authors (Conference Publications),Research and Development
11606,Number Of AI Authors (Journal),Research and Development
11607,Number Of AI Authors (Repository),Research and Development
11608,Number Of AI Mentions,Policy and Governance
11609,Number Of AI Patent Filings (In Thousands): Granted,Research and Development
11610,Number Of AI Patent Filings (In Thousands): Not granted,Research and Development
11611,Number Of AI Publications: All,Research and Development
11612,Number Of AI Publications: Institutional,Research and Development
11613,Number Of AI Publications: International,Research and Development
11614,Number Of AI Publications: National,Research and Development
11615,Number Of AI Publications: Single_Author,Research and Development
11616,Number Of AI University Study Programs In English,Education
11617,"Number Of AI University Study Programs In English (Per 100,000 Inhabitants)",Education
11618,Number Of AI-Related Bills,Policy and Governance
11619,Number Of AI-Related Bills 2016-22 (Sum),Policy and Governance
11620,Number Of AI-Related Bills Passed Into Law,Policy and Governance
11621,Number Of Clinical Trials,Unknown
11622,Number Of Cumulative Github Stars (In Millions) [2023 Report Snapshot],Research and Development
11623,Number Of Cumulative Github Stars (In Millions) [2024 Report Snapshot],Research and Development
11624,Number Of Foundation Models,Research and Development
11625,Number Of Highly Cited Publications In Top 100: Sector 1,Research and Development
11626,Number Of Highly Cited Publications In Top 100: Sector 2,Research and Development
11627,Number Of Highly Cited Publications In Top 100: Sector 3,Research and Development
11628,Number Of Industrial Robots Installed (In Thousands) [2021 Annual Snapshot - 2023 Report],Economy
11629,Number Of Industrial Robots Installed (In Thousands) [2022 Annual Snapshot - 2024 Report],Economy
11630,Number Of Industrial Robots Installed (In Thousands) [2023 Annual Snapshot - 2025 Report],Economy
11631,Number Of Industrial Robots Installed (In Thousands) [Longitudinal 2011-22 - 2024 Report Snapshot],Economy
11632,Number Of Industrial Robots Installed (In Thousands) [Longitudinal 2011-23 - 2025 Report Snapshot],Economy
11633,Number Of International CS Master's Students (In Thousands),Education
11634,Number Of International CS PhD Students,Education
11635,Number Of Machine Learning Systems,Research and Development
11636,Number Of Machine Learning Systems 2002-22 (Sum),Research and Development
